oncosuite_id,phases,official_title,enrollment_count,sites_count,sites_count_string,target_enrollment,cancer_stage,line_of_therapy,trial_status,ecog,sponsor_name,result_posted,start_date,primary_completion_date,intervention_study_type,trial_architecture,country_count,arm_type,control_type,regimen_complexity,stratification,response_criteria,blinding_info,last_updated_on,site_type,funding_source,sex,age,organ,histology,biomarkers,sites,locations,moa_category,moa,modality,classes,regimen_combination_strategy,target,drug_name,comorbidities,physical_state,treatment,mode_of_administration,primary_endpoints,primary_endpoint_type,lead_researcher,prior_therapy,study_design,latest_update_date,search_ranking,unique_identifier,,,,,,,,,,,,,,,,,,,,,,,,,
0Kz-ARA-e6g,Phase 4,"A Prospective, Randomized, Controlled, Multicenter Study of Kanglaite Injection for the Treatment of Cancer Cachexia",160,1,single site,50 - 200,"[""Advanced / Metastatic""]",,Not Specified,"[""ECOG 0"", ""ECOG 1"", ""ECOG 2"", ""ECOG 3""]",Zhejiang Kanglaite Pharmaceutical Co.Ltd,No,01-09-2015,01-07-2017,"[""Treatment""]",['Single Cohort'],1,"[""Control"", ""Experimental""]","[""Active Comparator(SoC)""]",,"[""No""]",,Open-label,>24 months,Biotech / Pharma Industry,Other,['All'],Older Adult (18-64),"[""Lung""]","[""Adenocarcinoma"", ""NSCLC""]",,"[""Cancer Center Tongji Hospital of Tongji Medical College Huazhong University of Science and Technology""]","[""China ( CHN )""]",,,,,,,,,"[""Body Mass Index (BMI)""]","[""Kanglaite Injection""]","[""Intravenous (IV)""]",,"[""Other/Unspecified-based""]","[""Shiying Yu""]","[""Chemotherapy""]",Randomized,14-02-2017,0.378692943,"[""0Kz-ARA-e6g"", ""NCT02553187""]",,,,,,,,,,,,,,,,,,,,,,,,,
0lW-9t1-mEO,Phase 1/2,A Phase 1/2 Study of Durvalumab and Monalizumab in Adult Subjects With Select Advanced Solid Tumors,383,49,20 - 100,,"[""Advanced / Metastatic""]","[[""1L""], [""3L""]]",Active - Not Recruiting,,MedImmune LLC,Yes,22-02-2016,26-10-2021,"[""Treatment""]","['Dose Expansion', 'Dose Expansion']",11,"[""Experimental""]","[""No Comparator(single-arm)""]","[1, 2]","[""No""]",['RECIST 1.1'],Open-label,6-12 months,Biotech / Pharma Industry,Industry,['All'],Older Adult (18-64),"[""Lung""]","[""MSS Colorectal Cancer"", ""NSCLC"", ""RAS/BRAF Wild-Type"", ""RAS-Mutated""]","[""BRAF"", ""Mutation""]","[""Research Site""]","[""Australia ( AUS )"", ""Belgium ( BEL )"", ""Canada ( CAN )"", ""France ( FRA )"", ""Hungary ( HUN )"", ""Italy ( ITA )"", ""New Zealand ( NZL )"", ""South Korea ( ROK )"", ""Spain ( ESP )"", ""United Kingdom ( UK )"", ""United States ( USA )""]","[""Inhibitor""]","[""EGFR extracellular domain blockade + ADCC"", ""NKG2A blockade"", ""PD-L1 blockade"", ""VEGF-A neutralization""]","[""Monoclonal Antibody""]","[""Anti-Angiogenic Agent"", ""EGFR / HER Pathway Inhibitor"", ""Immune Checkpoint Inhibitor""]","[""Immunotherapy (IO)"", ""Targeted Therapy""]","[""EGFR"", ""NKG2A"", ""PD-L1"", ""VEGF-A""]","[""Bevacizumab"", ""Cetuximab"", ""Durvalumab"", ""Monalizumab""]",,,"[""Bevacizumab"", ""Cetuximab"", ""Durvalumab"", ""mFOLFOX6"", ""Monalizumab""]","[""Intravenous (IV)""]","[""BT"", ""DBP"", ""DLT (Dose-Limiting Toxicity)"", ""OR"", ""OS (Overall Survival)"", ""PR (Partial Response)"", ""RR"", ""SBP""]","[""Efficacy-based"", ""Safety-based""]",,,Randomized,18-07-2025,0.790239348,"[""0lW-9t1-mEO"", ""NCT02671435""]",,,,,,,,,,,,,,,,,,,,,,,,,
0p7-04I-Z5q,Phase 1/2,"Dose Escalation and Expansion Clinical Study to Evaluate the Safety and Efficacy of ELU001 in Subjects Who Have Advanced, Recurrent or Refractory FRα Overexpressing Tumors",79,18,Feb-20,,[null],,Terminated,"[""ECOG 0"", ""ECOG 1"", ""ECOG 2""]",Elucida Oncology,No,13-09-2021,07-06-2024,"[""Treatment""]","['Basket Trial', 'Dose Expansion']",1,"[""Experimental""]","[""No Comparator(single-arm)""]",[1],"[""No""]",['RECIST 1.1'],Open-label,12-24 months,Biotech / Pharma Industry,Industry,['All'],All Ages,"[""Lung""]",,,"[""Avera Cancer Institute"", ""Cleveland Clinic"", ""DH Cancer Research Center"", ""Duke University Medical Center (Duke Cancer Institute)"", ""Fred Hutchinson Cancer Center"", ""Hope and Healing Cancer Services"", ""Mary Crowley Cancer Research"", ""Mayo Clinic (Jacksonville, FL)"", ""Mayo Clinic (Phoenix, AZ)"", ""Mayo Clinic (Rochester, MN)"", ""Memorial Sloan Kettering Cancer Center"", ""New Experimental Therapeutics of San Antonio NEXT Oncology"", ""OSF Saint Francis Medical Center"", ""Providence Medical Foundation"", ""Sarah Cannon Research Institute at Florida Cancer Specialists"", ""Sarah Cannon Research Institute at Tennessee Oncology"", ""Thomas Jefferson University Sidney Kimmel Cancer Center"", ""Women Infants Hospital of Rhode Island""]","[""United States ( USA )""]","[""Cytotoxic Agent""]","[""FRα targeting + DNA crosslinking""]","[""Antibody-Drug Conjugate (ADC)""]","[""Antibody-Drug Conjugate""]","[""ADC""]","[""FRα (FOLR1)""]","[""ELU001""]","[""Active autoimmune disease""]",,"[""ELU001""]",,"[""MTD"", ""ORR (Objective Response Rate)"", ""RP2D""]","[""Efficacy-based"", ""Safety-based""]",,,Single Arm,05-08-2024,0.3627809,"[""0p7-04I-Z5q"", ""NCT05001282""]",,,,,,,,,,,,,,,,,,,,,,,,,
0pQ-Drc-RZF,Phase 2,"A Multicenter, Open-Label, Phase 2 Study of the Safety and Activity of Lenvatinib (E7080) in Subjects With KIF5B-RET-Positive Adenocarcinoma of the Lung",25,23,20 - 100,,[null],"[[""2L+""]]",Completed,"[""ECOG 0"", ""ECOG 1""]",Eisai Inc.,Yes,05-04-2013,03-02-2016,"[""Treatment""]",['Single Cohort'],5,"[""Experimental""]","[""No Comparator(single-arm)""]",[1],"[""No""]",['RECIST 1.1'],Open-label,>24 months,Biotech / Pharma Industry,Industry,['All'],All Ages,"[""Lung""]","[""Adenocarcinoma"", ""NSCLC""]","[""CCDC6-RET fusion"", ""KIF5B-RET fusion"", ""RET""]","[""National Cancer Center Hospital"", ""National Taiwan University Hospital"", ""National University Hospital"", ""Research Site"", ""Veterans General Hospital Taipei""]","[""Hong Kong ( HKG )"", ""Japan ( JPN )"", ""Singapore ( SGP )"", ""Taiwan ( TWN )"", ""United States ( USA )""]","[""Inhibitor""]","[""VEGFR1/2/3, FGFR1/2/3/4, PDGFRα, KIT, RET inhibition""]","[""Small Molecule""]","[""Anti-Angiogenic Agent""]","[""Targeted Therapy""]","[""VEGFR1/2/3 / FGFR1/2/3/4 / PDGFRα / KIT / RET""]","[""Lenvatinib""]",,,"[""Lenvatinib""]","[""Per Oral (PO)""]","[""ORR (Objective Response Rate)""]","[""Efficacy-based""]",,,Single Arm,19-07-2019,0.660666746,"[""0pQ-Drc-RZF"", ""NCT01877083""]",,,,,,,,,,,,,,,,,,,,,,,,,
0Q6-pL3-lBw,Phase 2,"LUNAR-4: Pilot, Single Arm, Open-Label, Multinational Study of Tumor Treating Fields (TTFields, 150 kHz) Concomitant With Pembrolizumab for the Treatment of Metastatic Non-Small Cell Lung Cancer (NSCLC) Previously Treated With a PD-1/PD-L1 Inhibitor and Platinum-Based Chemotherapy",69,24,20 - 100,50 - 200,"[""Advanced / Metastatic""]",,Active - Not Recruiting,"[""ECOG 0"", ""ECOG 1""]",NovoCure GmbH,No,14-10-2024,31-01-2026,"[""Treatment""]",['Single Cohort'],7,"[""Experimental""]","[""No Comparator(single-arm)""]",[1],"[""No""]",,Open-label,6-12 months,Biotech / Pharma Industry,Industry,['All'],All Ages,"[""Lung""]","[""NSCLC""]","[""PD-L1""]","[""AO SM Misericordia di Perugia"", ""AOUS Policlinico Le Scotte UOC Immunoterapia Oncologica"", ""APHP (Hopital Ambroise)"", ""Centre Hospitalier Intercommunal de Cornouaille Service Doncologie Medicale"", ""Centre hospitalier intercommunal de Creteil Service de Pneumologie"", ""Centre Leon Berard Service Doncologie Medicale"", ""Clinica Universidad de Navarra"", ""Clinica Universidad de Navarra Madrid"", ""FN Motol"", ""General University Hospital in Prague Clinic of Oncology"", ""Hopital Europeen Marseille"", ""Hopital Prive du Confluent Service Doncologie Medicale"", ""Hospital Regional Universitario de Malaga Hospital Civil"", ""Hospital Universitario Arnau de Vilanova"", ""Hospital Universitario del Vinalopo"", ""Hospital Universitario Virgen del Rocio"", ""Humanitas Gavazzeni Bergamo (U.O.Farmacia)"", ""Istituto Europeo di Oncologia"", ""Montpellier University Hospital"", ""MS Pneumed Janusz Milanowski, Katarzyna Szmygin (Milanowska Spo?ka Jawna)"", ""Pratia MCM Krakow"", ""Rijnstate Ziekenhuis"", ""Universitatsklinik f Innere Medizin III"", ""Vitkovicka Nemocnice""]","[""Austria ( AUT )"", ""Czechia ( CZE )"", ""France ( FRA )"", ""Italy ( ITA )"", ""Netherlands ( NLD )"", ""Poland ( POL )"", ""Spain ( ESP )""]","[""Inhibitor""]","[""PD-1 blockade""]","[""Monoclonal Antibody""]","[""Immune Checkpoint Inhibitor""]","[""Immunotherapy (IO)""]","[""PD-1""]","[""Pembrolizumab""]",,,"[""Pembrolizumab""]",,"[""OS (Overall Survival)""]","[""Survival-based""]",,"[""Chemotherapy"", ""PD-1-directed therapy"", ""PD-L1-directed therapy""]",Single Arm,27-10-2025,0.613533808,"[""0Q6-pL3-lBw"", ""NCT06558799""]",,,,,,,,,,,,,,,,,,,,,,,,,
0QB-tdo-zQY,Phase 2,A Randomized Phase 2 Study of Ixabepilone Plus Carboplatin and Paclitaxel Plus Carboplatin in Patients With Advanced Non-small Cell Lung Cancer,260,33,20 - 100,,"[""Advanced / Metastatic""]","[[""1L""]]",Completed,"[""ECOG 0"", ""ECOG 1""]",R-Pharm,Yes,01-12-2008,01-05-2010,"[""Treatment""]",['Single Cohort'],10,"[""Control"", ""Experimental""]","[""Active Comparator(SoC)""]",[1],"[""No""]",['RECIST 1.1'],Open-label,>24 months,Biotech / Pharma Industry,Industry,['All'],All Ages,"[""Lung""]","[""Adenocarcinoma"", ""Bronchioloalveolar Carcinoma"", ""Large Cell Carcinoma"", ""NSCLC"", ""Squamous Cell Carcinoma""]",,"[""Local Institution"", ""Scripps Cancer Center"", ""Uof MdGreenebaum Cancer Ctr""]","[""Argentina ( ARG )"", ""Australia ( AUS )"", ""France ( FRA )"", ""Germany ( GER )"", ""Italy ( ITA )"", ""Russia ( RUS )"", ""South Korea ( ROK )"", ""Spain ( ESP )"", ""Taiwan ( TWN )"", ""United States ( USA )""]","[""Cytotoxic Agent""]","[""Intrastrand and interstrand DNA crosslinking"", ""Microtubule stabilization"", ""Microtubule stabilization at βIII-tubulin""]","[""Small Molecule""]","[""Cytotoxic Chemotherapy""]","[""Chemotherapy""]","[""DNA (N7-guanine)"", ""Β-tubulin"", ""Β-tubulin (βIII isoform)""]","[""Carboplatin"", ""Ixabepilone"", ""Paclitaxel""]",,"[""Minimum life expectancy""]","[""Carboplatin"", ""Ixabepilone"", ""Paclitaxel""]","[""Intravenous (IV)""]","[""PFS (Progression-Free Survival)""]","[""Survival-based""]",,,Randomized,06-10-2020,0.716859365,"[""0QB-tdo-zQY"", ""NCT00723957""]",,,,,,,,,,,,,,,,,,,,,,,,,
0qH-VE9-c3F,Phase 1,A Phase 1/1b Dose Escalation/Expansion Study of NGM438 as Monotherapy and in Combination With Pembrolizumab in Advanced or Metastatic Solid Tumors,71,6,Feb-20,50 - 200,"[""Advanced / Metastatic""]","[[""Refractory/Relapsed""]]",Active - Not Recruiting,"[""ECOG 0"", ""ECOG 1""]","NGM Biopharmaceuticals, Inc",No,11-05-2022,01-04-2025,"[""Treatment""]",['Dose Expansion'],1,"[""Experimental""]","[""No Comparator(single-arm)""]",[1],"[""No""]",['RECIST 1.1'],Open-label,>24 months,Biotech / Pharma Industry,Industry,['All'],All Ages,"[""Lung""]",,,"[""Henry Ford Health System"", ""MD Anderson"", ""Mount Sinai Hospital"", ""SCRI Denver"", ""START Midwest"", ""Yale Cancer Center""]","[""United States ( USA )""]","[""Inhibitor""]","[""LAIR-1 blockade""]","[""Monoclonal Antibody""]","[""Innate Immune Checkpoint Inhibitor""]","[""Immunotherapy (IO)""]","[""LAIR-1 (COLEC12)""]","[""NGM438""]",,,"[""NGM438"", ""Pembrolizumab (KEYTRUDA \n®)""]","[""Intravenous (IV)""]","[""AE (Adverse Event)"", ""DLT (Dose-Limiting Toxicity)""]","[""Biomarker-based"", ""Safety-based""]",,,Non Randomized,28-03-2024,0.481611224,"[""0qH-VE9-c3F"", ""NCT05311618""]",,,,,,,,,,,,,,,,,,,,,,,,,
0rT-6mO-QUZ,Phase 2,"A Multi-center, Open-label, Single-arm Study to Evaluate the Efficacy and Safety of Serplulimab Plus Bevacizumab and Chemotherapy for EGFRm+ Locally Advanced or Metastasis Non-Squamous NSCLC Patients After EGFR-TKI Treatment Failure",46,1,single site,< 50,"[""Advanced / Metastatic""]",,Not Specified,"[""ECOG 0"", ""ECOG 1""]",Henan Cancer Hospital,No,08-05-2023,31-08-2024,"[""Treatment""]",['Single Cohort'],1,"[""Experimental""]","[""No Comparator(single-arm)""]",[2],"[""No""]",,Open-label,>24 months,Community Cancer Center,Non-US Government,['All'],Older Adult (18-64),"[""Lung""]","[""Non-Squamous NSCLC"", ""NSCLC""]","[""EGFR""]","[""Henan Cancer Hospital""]","[""China ( CHN )""]","[""Cytotoxic Agent"", ""Inhibitor""]","[""Intrastrand and interstrand DNA crosslinking"", ""PD-1 blockade"", ""Thymidylate synthase (TS), DHFR, and GARFT inhibition""]","[""Monoclonal Antibody"", ""Small Molecule""]","[""Cytotoxic Chemotherapy"", ""Immune Checkpoint Inhibitor""]","[""Chemotherapy"", ""Immunotherapy (IO)""]","[""DNA (N7-guanine)"", ""PD-1"", ""TS / DHFR / GARFT""]","[""Carboplatin"", ""Pemetrexed"", ""Serplulimab""]",,,"[""Bevacizumab Biosimilar HLX04"", ""Carboplatin"", ""Pemetrexed"", ""Serplulimab""]","[""Intravenous (IV)""]","[""ORR (Objective Response Rate)""]","[""Efficacy-based""]",,"[""EGFR-directed therapy""]",Single Arm,21-03-2024,0.404117027,"[""0rT-6mO-QUZ"", ""NCT06334757""]",,,,,,,,,,,,,,,,,,,,,,,,,
0te-9xy-SzU,Phase 4,"A Single Center, Open Label, Multicenter Study to Determine the Safety and Efficacy of Icotinib in Combination With Whole Brain Radiation Therapy For NSCLC Patients With Brain Metastases",80,1,single site,50 - 200,"[""Advanced / Metastatic""]",,Not Specified,,"Betta Pharmaceuticals Co., Ltd.",No,01-06-2013,01-09-2016,"[""Treatment""]",['Single Cohort'],1,"[""Experimental""]","[""No Comparator(single-arm)""]",[1],"[""No""]",['RECIST 1.1'],Open-label,>24 months,Biotech / Pharma Industry,Industry,['All'],Older Adult (18-64),"[""Lung""]","[""NSCLC""]","[""EGFR""]","[""Baotou Central Hospital""]","[""China ( CHN )""]","[""Inhibitor""]","[""Reversible EGFR kinase inhibition""]","[""Small Molecule""]","[""EGFR / HER Pathway Inhibitor""]","[""Targeted Therapy""]","[""EGFR""]","[""Icotinib""]",,,"[""Icotinib""]","[""Per Oral (PO)""]","[""ORR (Objective Response Rate)""]","[""Efficacy-based""]","[""Wei Zhu, Md""]",,Single Arm,14-07-2015,0.378676442,"[""0te-9xy-SzU"", ""NCT01926171""]",,,,,,,,,,,,,,,,,,,,,,,,,
0US-YYA-iVf,Phase 1,A Phase I Open and Multiple Ascending Dose Study to Assess the Safety、Tolerability、Pharmacokinetics and Pharmacodynamic Characteristics of XY0206 in Subjects With Chinese Advanced or Metastatic Solid Tumours,34,4,Feb-20,< 50,"[""Advanced / Metastatic""]","[[""Refractory/Relapsed""]]",Not Specified,"[""ECOG 2""]",Shijiazhuang Yiling Pharmaceutical Co. Ltd,No,19-12-2018,01-12-2020,"[""Treatment""]",['Dose Expansion'],1,"[""Experimental""]","[""No Comparator(single-arm)""]",[1],"[""No""]",,Open-label,>24 months,Biotech / Pharma Industry,Industry,['All'],Older Adult (18-64),,,,"[""National Cancer CenterCancer HospitalChinese Academy of Medical Sciences and Peking Union Medical College"", ""The First Affiliated Hospital of Hainan Medical College"", ""The Fourth Hospital of Hebei Medical University"", ""Tianjin Cancer Hospital""]","[""China ( CHN )""]","[""Inhibitor""]","[""EGFR exon 20 insertion-selective inhibition""]","[""Small Molecule""]","[""EGFR / HER Pathway Inhibitor""]","[""Targeted Therapy""]","[""EGFR exon20ins""]","[""XY0206""]","[""Uncontrolled hypertension""]","[""Body Mass Index (BMI)""]","[""XY0206""]","[""Per Oral (PO)""]","[""ADR"", ""AE (Adverse Event)"", ""DLT (Dose-Limiting Toxicity)"", ""ECG"", ""SAE (Serious Adverse Event)""]","[""Safety-based""]","[""Binghe Xu, Md""]","[""Chemotherapy"", ""Radiation Therapy""]",Non Randomized,19-08-2020,0.386324305,"[""0US-YYA-iVf"", ""NCT03658070""]",,,,,,,,,,,,,,,,,,,,,,,,,
0WE-5XE-0w8,Phase 2,"Anlotinib Plus Penpulimab in Advanced Non-Small-Cell Lung Cancer Previously Treated With PD-1/PD-L1 Inhibitors: A Multicenter, Single-arm, Explorative Trial",29,1,single site,< 50,[null],"[[""3L+""]]",Not Specified,"[""ECOG 0"", ""ECOG 1""]",Hunan Cancer Hospital,No,12-06-2022,01-06-2023,"[""Treatment""]",['Single Cohort'],1,"[""Experimental""]","[""No Comparator(single-arm)""]",[2],"[""No""]",['RECIST 1.1'],Open-label,>24 months,Community Cancer Center,Other,['All'],Older Adult (18-64),"[""Lung""]","[""NSCLC""]","[""ALK"", ""EGFR"", ""ROS1""]","[""Hunan Cancer hospital""]","[""China ( CHN )""]","[""Inhibitor""]","[""PD-1 blockade"", ""VEGFR1/2/3, FGFR1/2/3, PDGFRα/β, c-KIT inhibition""]","[""Monoclonal Antibody"", ""Small Molecule""]","[""Anti-Angiogenic Agent"", ""Immune Checkpoint Inhibitor""]","[""Immunotherapy (IO)"", ""Targeted Therapy""]","[""PD-1"", ""VEGFR1/2/3 / FGFR1/2/3 / PDGFRα/β / c-KIT""]","[""Anlotinib"", ""Penpulimab""]",,,"[""Anlotinib"", ""Penpulimab""]","[""Intravenous (IV)"", ""Per Oral (PO)""]","[""ORR (Objective Response Rate)""]","[""Efficacy-based""]",,"[""Chemotherapy"", ""PD-1-directed therapy"", ""PD-L1-directed therapy""]",Single Arm,17-07-2022,0.383417245,"[""0WE-5XE-0w8"", ""NCT05460481""]",,,,,,,,,,,,,,,,,,,,,,,,,
0yh-Tu0-D4S,Phase 1,"A Phase 1b Study of ASP8374, an Immune Checkpoint Inhibitor, as a Single Agent and in Combination With Pembrolizumab in Subjects With Advanced Solid Tumors",169,54,20 - 100,,"[""Advanced / Metastatic""]","[[""2L+""]]",Completed,"[""ECOG 0"", ""ECOG 1"", ""ECOG 2""]","Astellas Pharma Global Development, Inc.",No,08-09-2017,10-05-2022,"[""Treatment""]","['Dose Expansion', 'Adaptive Design']",9,"[""Experimental""]","[""No Comparator(single-arm)""]",[1],"[""No""]","['iRECIST', 'RECIST 1.1']",Open-label,12-24 months,Biotech / Pharma Industry,Industry,['All'],All Ages,,,,"[""Cedars (Sinai Medical Center)"", ""Columbia University Medical Center"", ""Fox Chase Cancer Center"", ""Henry Ford Health System"", ""Honor Health Research Institute"", ""Huntsman Cancer Institute"", ""Karmanos Cancer Institute"", ""Mary Crowley Research Center"", ""Medical College of Wisconsin"", ""Mount Sinai Comprehensive Cancer Center"", ""Sarah Cannon Research Institute"", ""Site CA15001"", ""Site CA15002"", ""Site CA15003"", ""Site CA15004"", ""Site ES34001"", ""Site ES34002"", ""Site ES34003"", ""Site ES34006"", ""Site ES34009"", ""Site ES34010"", ""Site ES34013"", ""Site ES34014"", ""Site GB44003"", ""Site GB44004"", ""Site GB44005"", ""Site GB44006"", ""Site IT39002"", ""Site IT39003"", ""Site IT39004"", ""Site IT39005"", ""Site IT39008"", ""Site IT39009"", ""Site IT39010"", ""Site IT39011"", ""Site JP81001"", ""Site KR82001"", ""SIte KR82002"", ""Site KR82004"", ""Site KR82005"", ""Site KR82006"", ""Site PT35101"", ""Site PT35106"", ""Site TW88601"", ""Site TW88602"", ""Site TW88603"", ""University Hospital of Cleveland"", ""University of California Davis"", ""University of California Los Angeles"", ""University of California San Francisco"", ""University of Iowa Hospitals and Clinics"", ""University of Kansas Cancer Center"", ""University of Pittsburgh Cancer Institute"", ""Virginia Cancer Specialists""]","[""Canada ( CAN )"", ""Italy ( ITA )"", ""Japan ( JPN )"", ""Portugal ( PRT )"", ""South Korea ( ROK )"", ""Spain ( ESP )"", ""Taiwan ( TWN )"", ""United Kingdom ( UK )"", ""United States ( USA )""]","[""Inhibitor""]","[""PD-1 blockade"", ""PVRIG (CD112R) blockade""]","[""Monoclonal Antibody""]","[""Immune Checkpoint Inhibitor""]","[""Immunotherapy (IO)""]","[""PD-1"", ""PVRIG (CD112R)""]","[""ASP8374"", ""Pembrolizumab""]","[""Active autoimmune disease""]","[""Body weight""]","[""ASP8374"", ""pembrolizumab""]","[""Intravenous (IV)""]","[""2"", ""AUCinf"", ""AUCinf(%extrap)"", ""AUClast"", ""AUCtau"", ""CLobs"", ""Cmax (Maximum Concentration)"", ""Ctrough"", ""DLT (Dose-Limiting Toxicity)"", ""ECOG"", ""IrTEAEs"", ""T1"", ""TEAE (Treatment-Emergent Adverse Event)"", ""tlast"", ""Tmax (Time to Maximum Concentration)"", ""Vss"", ""Vz""]","[""Other/Unspecified-based"", ""PK/PD-based"", ""Safety-based""]",,,Randomized,22-04-2025,0.529740834,"[""0yh-Tu0-D4S"", ""NCT03260322""]",,,,,,,,,,,,,,,,,,,,,,,,,
12d-pzu-lTF,Phase 2,A Phase II Trial of Tislelizumab as Consolidation Therapy in Patients With Locally Advanced Non-Small Cell Lung Cancer Who Have Not Progressed Following Neoadjuvant Chemotherapy Plus Tislelizumab ± Bevacizumab and Definitive Concurrent Chemoradiation Therapy,116,1,single site,50 - 200,[null],"[[""1L""]]",Recruiting,"[""ECOG 0"", ""ECOG 1""]",Sun Yat-sen University,No,01-01-2022,30-12-2024,"[""Treatment""]",['Single Cohort'],1,"[""Control"", ""Experimental""]","[""Active Comparator(SoC)""]","[1, 2]","[""No""]",['RECIST 1.1'],Open-label,12-24 months,Academic Medical Center / University Hospital,Other,['All'],Older Adult (18-64),"[""Lung""]","[""NSCLC""]",,"[""Sun Yat (sen University)""]","[""China ( CHN )""]","[""Inhibitor""]","[""PD-1 blockade"", ""VEGF-A neutralization""]","[""Monoclonal Antibody""]","[""Anti-Angiogenic Agent"", ""Immune Checkpoint Inhibitor""]","[""Immunotherapy (IO)"", ""Targeted Therapy""]","[""PD-1"", ""VEGF-A""]","[""Bevacizumab"", ""Tislelizumab""]",,,"[""Bevacizumab"", ""Neoadjuvant chemo-immunotherapy"", ""Tislelizumab""]",,"[""PFS (Progression-Free Survival)""]","[""Survival-based""]","[""Hui Liu""]",,Non Randomized,27-10-2024,0.515163208,"[""12d-pzu-lTF"", ""NCT05468242""]",,,,,,,,,,,,,,,,,,,,,,,,,
12G-ksj-oX2,Phase 1,"A Multi-center, Randomized Open Label Study to Assess the Systemic Exposure, Effiacy, and Safety of 450 mg Ceritinib Taken With a Low-fat Meal and 600 mg Ceritinib Taken With a Low-fat Meal as Compared With That of 750 mg Ceritinib Taken in the Fasted State in Adult Patients With ALK Rearranged (ALK-positive) Metastatic Non-small Cell Lung Cancer (NSCLC)",306,73,20 - 100,,"[""Advanced / Metastatic""]",,Completed,"[""ECOG 0"", ""ECOG 1"", ""ECOG 2""]",Novartis Pharmaceuticals,No,09-04-2015,16-06-2016,"[""Treatment""]",['Single Cohort'],24,"[""Control"", ""Experimental""]","[""Active Comparator(SoC)""]",[1],"[""No""]",['RECIST 1.1'],Open-label,>24 months,Biotech / Pharma Industry,Industry,['All'],All Ages,"[""Lung""]","[""NSCLC""]","[""ALK"", ""Rearrangement""]","[""Essex Oncology of North Jersey PA SC"", ""Goshen Center for Cancer Care IU Health (SC)"", ""Greenville Health System SC"", ""Highlands Oncology Group"", ""Loma Linda University"", ""Maryland Oncology Hematology PA SC-2"", ""Novartis Investigative Site"", ""Utah Cancer Specialists Deptof Utah Cancer Spec 3""]","[""Australia ( AUS )"", ""Austria ( AUT )"", ""Belgium ( BEL )"", ""Brazil ( BRA )"", ""Bulgaria ( BGR )"", ""Canada ( CAN )"", ""Colombia ( COL )"", ""Czechia ( CZE )"", ""Germany ( GER )"", ""Greece ( GRC )"", ""India ( IND )"", ""Italy ( ITA )"", ""Lebanon ( LBN )"", ""Malaysia ( MYS )"", ""Netherlands ( NLD )"", ""Poland ( POL )"", ""Russia ( RUS )"", ""South Korea ( ROK )"", ""Spain ( ESP )"", ""Taiwan ( TWN )"", ""Thailand ( THA )"", ""Turkey ( TUR )"", ""United Kingdom ( UK )"", ""United States ( USA )""]","[""Inhibitor""]","[""2nd-gen ALK kinase inhibition""]","[""Small Molecule""]","[""ALK / ROS1 / NTRK / RET Inhibitor""]","[""Targeted Therapy""]","[""ALK""]","[""Ceritinib""]",,,"[""ceritinib""]","[""Per Oral (PO)""]",,"[""PK/PD-based""]",,"[""Chemotherapy"", ""Crizotinib""]",Randomized,07-02-2022,0.524061574,"[""12G-ksj-oX2"", ""NCT02299505""]",,,,,,,,,,,,,,,,,,,,,,,,,
15d-pjk-ZST,Phase 1/2,"A Phase 1, Open-Label, Dose Escalation and Expansion Study of Mavrostobart (PT199) Administered Alone in Adult Patients with Advanced Solid TuMORs, in CombiNation with a Checkpoint INhibitor TreatinG Wild-type Non-Small Cell Lung Cancer, or in Combination with ChemoTherapy for Metastatic or Advanced PAncreatic Ductal AdenocaRcinoma (MORNINGSTAR)",40,6,Feb-20,< 50,"[""Advanced / Metastatic""]","[[""2L+""]]",Recruiting,"[""ECOG 0"", ""ECOG 1""]",Phanes Therapeutics,No,11-08-2022,01-12-2027,"[""Treatment""]","['Dose Expansion', 'Adaptive Design']",1,"[""Experimental""]","[""No Comparator(single-arm)""]",,"[""No""]",['RECIST 1.1'],Open-label,12-24 months,Biotech / Pharma Industry,Industry,['All'],All Ages,,,,"[""Carolina BioOncology Institute"", ""NEXT Oncology"", ""Sarah Cannon Research Institute University of Oklahoma"", ""SCRI Oncology Partners"", ""The University of Texas MD Anderson Cancer Center"", ""Tranquility Research""]","[""United States ( USA )""]",,,,,,,,"[""Active autoimmune disease""]",,"[""Mavrostobart (PT199)""]",,"[""DLT (Dose-Limiting Toxicity)"", ""MTD"", ""RP2D""]","[""Safety-based""]",,,Non Randomized,29-01-2025,0.538320237,"[""15d-pjk-ZST"", ""NCT05431270""]",,,,,,,,,,,,,,,,,,,,,,,,,
